image_id,category_id,bbox,score_mean,score_std,score_var,uncertainty,num_passes
9306,0,"[1157.22021484375, 328.8414611816406, 25.417526245117188, 30.784555435180664]",0.47458377480506897,0.0,0.0,0.0,1
9306,0,"[566.5885620117188, 419.4372863769531, 53.216163635253906, 62.97965621948242]",0.43042412400245667,0.0,0.0,0.0,1
9306,0,"[1186.4593505859375, 333.2320251464844, 34.95262908935547, 42.23033905029297]",0.399768203496933,0.0,0.0,0.0,1
9306,0,"[371.3312072753906, 348.7798156738281, 13.4214448928833, 17.17640495300293]",0.3774504065513611,0.0,0.0,0.0,1
9306,0,"[421.8928527832031, 357.00238037109375, 17.692411422729492, 39.8084602355957]",0.3320007026195526,0.0,0.0,0.0,1
9306,0,"[728.3616943359375, 433.7018127441406, 67.2705078125, 61.20354080200195]",0.32690733671188354,0.0,0.0,0.0,1
9306,1,"[566.569091796875, 419.3502197265625, 52.094642639160156, 62.605224609375]",0.25260359048843384,0.0,0.0,0.0,1
9306,2,"[318.661376953125, 383.8655090332031, 144.0137481689453, 78.07319641113281]",0.6032488942146301,0.0,0.0,0.0,1
9306,2,"[666.9622802734375, 507.3464050292969, 598.7590942382812, 341.4960021972656]",0.5837070941925049,0.0,0.0,0.0,1
9306,2,"[1059.4583740234375, 445.3772888183594, 434.2391357421875, 232.26893615722656]",0.4774971008300781,0.0,0.0,0.0,1
9306,2,"[589.3071899414062, 682.0410766601562, 1177.268310546875, 74.39981842041016]",0.37446117401123047,0.0,0.0,0.0,1
9306,2,"[476.32489013671875, 363.72625732421875, 74.54267883300781, 45.70547866821289]",0.36230093240737915,0.0,0.0,0.0,1
9306,2,"[468.1070251464844, 365.2589416503906, 57.724220275878906, 41.84001159667969]",0.3241322636604309,0.0,0.0,0.0,1
9306,4,"[602.5927124023438, 319.7135314941406, 188.13397216796875, 58.62892532348633]",0.26755577325820923,0.0,0.0,0.0,1
9306,6,"[62.97542190551758, 388.324462890625, 62.28340530395508, 45.37474822998047]",0.2653593122959137,0.0,0.0,0.0,1
9306,6,"[63.153133392333984, 380.5794677734375, 66.91397857666016, 60.77315902709961]",0.25696131587028503,0.0,0.0,0.0,1
9306,7,"[19.098697662353516, 389.8023986816406, 37.575809478759766, 93.99373626708984]",0.25884246826171875,0.0,0.0,0.0,1
9306,8,"[537.3475952148438, 320.4508056640625, 9.3886137008667, 12.623363494873047]",0.47915321588516235,0.0,0.0,0.0,1
9306,8,"[1104.792236328125, 301.63177490234375, 12.463278770446777, 16.358612060546875]",0.4421793222427368,0.0,0.0,0.0,1
9306,8,"[675.6299438476562, 297.71258544921875, 8.341216087341309, 11.057785987854004]",0.43093711137771606,0.0,0.0,0.0,1
9306,8,"[1084.3486328125, 298.7882080078125, 13.723349571228027, 13.916036605834961]",0.3777816593647003,0.0,0.0,0.0,1
9306,8,"[618.599365234375, 296.6697082519531, 8.65059757232666, 10.012706756591797]",0.32787394523620605,0.0,0.0,0.0,1
9306,8,"[592.1857299804688, 325.205322265625, 7.978963851928711, 18.69881820678711]",0.27541643381118774,0.0,0.0,0.0,1
9306,9,"[127.48745727539062, 268.19073486328125, 76.20951843261719, 68.2343978881836]",0.373058021068573,0.0,0.0,0.0,1
9306,9,"[137.4202880859375, 268.6816711425781, 96.7127685546875, 70.0416030883789]",0.2857150137424469,0.0,0.0,0.0,1
9306,9,"[1082.5323486328125, 282.8204345703125, 51.751365661621094, 21.897558212280273]",0.2747628092765808,0.0,0.0,0.0,1
8504,2,"[24.29314422607422, 583.133544921875, 48.23506164550781, 72.87150573730469]",0.5718852281570435,0.0,0.0,0.0,1
8504,2,"[1250.9365234375, 440.12353515625, 54.91823196411133, 23.8267822265625]",0.41584107279777527,0.0,0.0,0.0,1
8504,2,"[391.29345703125, 491.13671875, 17.90831756591797, 16.5504093170166]",0.37158897519111633,0.0,0.0,0.0,1
8504,2,"[482.3802490234375, 501.694580078125, 171.9595489501953, 128.4529571533203]",0.3541647791862488,0.0,0.0,0.0,1
8504,2,"[238.61001586914062, 500.5107727050781, 70.26490020751953, 31.648130416870117]",0.2850947976112366,0.0,0.0,0.0,1
8504,2,"[222.44061279296875, 503.14910888671875, 37.778255462646484, 26.04007911682129]",0.2754550874233246,0.0,0.0,0.0,1
8504,2,"[922.9869995117188, 454.1744079589844, 11.588804244995117, 8.547712326049805]",0.2733039855957031,0.0,0.0,0.0,1
8504,2,"[721.0667724609375, 479.9647521972656, 43.18655014038086, 37.208553314208984]",0.2694935202598572,0.0,0.0,0.0,1
8504,2,"[691.214599609375, 469.6593017578125, 19.476716995239258, 19.422443389892578]",0.25290051102638245,0.0,0.0,0.0,1
8504,3,"[322.1882629394531, 489.48486328125, 85.40100860595703, 35.86942672729492]",0.39745134115219116,0.0,0.0,0.0,1
8504,3,"[850.426513671875, 448.4407958984375, 59.896854400634766, 29.709400177001953]",0.29716360569000244,0.0,0.0,0.0,1
8504,3,"[329.0606689453125, 487.5970458984375, 70.80252838134766, 31.6823787689209]",0.25699037313461304,0.0,0.0,0.0,1
8504,4,"[768.810791015625, 454.7418518066406, 58.37700653076172, 23.198009490966797]",0.29376551508903503,0.0,0.0,0.0,1
8504,4,"[857.3749389648438, 446.36224365234375, 21.239795684814453, 28.97115135192871]",0.25283655524253845,0.0,0.0,0.0,1
8504,6,"[266.96575927734375, 502.47674560546875, 18.560150146484375, 19.15589714050293]",0.33897316455841064,0.0,0.0,0.0,1
8504,9,"[909.0184936523438, 424.31890869140625, 33.55971908569336, 13.362438201904297]",0.5955713987350464,0.0,0.0,0.0,1
8968,0,"[251.74578857421875, 257.28143310546875, 9.353083610534668, 11.357717514038086]",0.2510322630405426,0.0,0.0,0.0,1
8968,0,"[439.41888427734375, 276.00177001953125, 7.89702033996582, 20.761808395385742]",0.2508177161216736,0.0,0.0,0.0,1
8968,1,"[800.2350463867188, 275.4388427734375, 12.919182777404785, 24.74163818359375]",0.25177112221717834,0.0,0.0,0.0,1
8968,2,"[39.12761306762695, 258.03125, 40.19260787963867, 24.718900680541992]",0.4917314350605011,0.0,0.0,0.0,1
8968,2,"[487.93524169921875, 286.47503662109375, 40.988250732421875, 37.114994049072266]",0.3955702483654022,0.0,0.0,0.0,1
8968,2,"[229.55191040039062, 273.4372253417969, 52.790611267089844, 29.07953643798828]",0.39546895027160645,0.0,0.0,0.0,1
8968,2,"[606.4271240234375, 644.716552734375, 1212.23779296875, 148.8955535888672]",0.35135579109191895,0.0,0.0,0.0,1
8968,2,"[264.446044921875, 273.4978332519531, 23.647260665893555, 24.94493865966797]",0.3482671082019806,0.0,0.0,0.0,1
8968,2,"[337.76092529296875, 278.2107238769531, 44.00880813598633, 31.41237449645996]",0.3353389799594879,0.0,0.0,0.0,1
8968,2,"[378.32940673828125, 272.8351745605469, 28.644054412841797, 19.959598541259766]",0.32861343026161194,0.0,0.0,0.0,1
8968,2,"[173.91131591796875, 264.2281799316406, 39.36275863647461, 18.176250457763672]",0.32155841588974,0.0,0.0,0.0,1
8968,3,"[303.603271484375, 262.09527587890625, 40.703819274902344, 37.81315612792969]",0.33596253395080566,0.0,0.0,0.0,1
8968,3,"[324.3302001953125, 267.32275390625, 80.3988265991211, 52.4540901184082]",0.2806053161621094,0.0,0.0,0.0,1
8968,3,"[340.58587646484375, 268.0141296386719, 47.323143005371094, 52.045074462890625]",0.2798685133457184,0.0,0.0,0.0,1
8968,3,"[409.7589111328125, 274.0284729003906, 18.580062866210938, 20.720788955688477]",0.2595428228378296,0.0,0.0,0.0,1
8968,6,"[434.36505126953125, 280.5497131347656, 11.92686939239502, 12.902174949645996]",0.25951629877090454,0.0,0.0,0.0,1
8968,8,"[447.5890808105469, 243.7313690185547, 7.943459510803223, 9.275274276733398]",0.3640822470188141,0.0,0.0,0.0,1
8968,8,"[559.5469970703125, 172.80010986328125, 7.726222038269043, 11.2050199508667]",0.28179702162742615,0.0,0.0,0.0,1
8968,9,"[793.6749267578125, 306.9457702636719, 27.736358642578125, 22.566869735717773]",0.40266093611717224,0.0,0.0,0.0,1
8968,9,"[597.6771240234375, 265.1586608886719, 21.828001022338867, 26.044187545776367]",0.3701159656047821,0.0,0.0,0.0,1
8968,9,"[414.8104248046875, 240.2571563720703, 25.23779296875, 10.368849754333496]",0.258484423160553,0.0,0.0,0.0,1
9559,0,"[946.222900390625, 246.25643920898438, 20.785289764404297, 55.01579666137695]",0.5417050123214722,0.0,0.0,0.0,1
9559,0,"[974.1217041015625, 244.0175323486328, 22.885009765625, 53.78347396850586]",0.5225579738616943,0.0,0.0,0.0,1
9559,0,"[333.6547546386719, 291.6954040527344, 18.615196228027344, 59.48765182495117]",0.4422335624694824,0.0,0.0,0.0,1
9559,0,"[732.723388671875, 247.42404174804688, 20.16649627685547, 56.421348571777344]",0.3250330686569214,0.0,0.0,0.0,1
9559,0,"[731.2396850585938, 235.73582458496094, 16.580730438232422, 32.87420654296875]",0.27559030055999756,0.0,0.0,0.0,1
9559,0,"[733.1949462890625, 252.38748168945312, 22.412433624267578, 66.75051879882812]",0.2651215195655823,0.0,0.0,0.0,1
9559,1,"[945.7786865234375, 246.32949829101562, 19.560062408447266, 54.62439727783203]",0.25051724910736084,0.0,0.0,0.0,1
9559,2,"[1256.4482421875, 254.4960174560547, 46.511802673339844, 37.51188659667969]",0.4537409245967865,0.0,0.0,0.0,1
9559,2,"[36.079185485839844, 303.9258117675781, 71.68084716796875, 45.06855010986328]",0.35938790440559387,0.0,0.0,0.0,1
9559,2,"[1126.95166015625, 241.65628051757812, 52.89588928222656, 44.75069808959961]",0.3352874219417572,0.0,0.0,0.0,1
9559,2,"[448.163330078125, 273.0278625488281, 55.95240783691406, 38.8226318359375]",0.33178240060806274,0.0,0.0,0.0,1
9559,3,"[519.6192626953125, 255.3828887939453, 91.7746353149414, 58.282657623291016]",0.30343887209892273,0.0,0.0,0.0,1
9559,3,"[516.7513427734375, 211.85891723632812, 60.62421417236328, 31.464765548706055]",0.293804407119751,0.0,0.0,0.0,1
9559,3,"[519.7211303710938, 239.64076232910156, 91.2529067993164, 88.44269561767578]",0.26333507895469666,0.0,0.0,0.0,1
9559,6,"[732.3898315429688, 268.2705383300781, 23.751178741455078, 43.136661529541016]",0.3803785741329193,0.0,0.0,0.0,1
9559,6,"[676.4365234375, 252.4036865234375, 14.33796501159668, 15.729682922363281]",0.34060052037239075,0.0,0.0,0.0,1
9559,6,"[676.4468994140625, 253.9478759765625, 13.329307556152344, 12.216617584228516]",0.2554141879081726,0.0,0.0,0.0,1
9559,8,"[630.8050537109375, 117.50245666503906, 15.241300582885742, 36.419979095458984]",0.6545445919036865,0.0,0.0,0.0,1
9559,8,"[376.45050048828125, 221.2098388671875, 17.42957878112793, 22.308834075927734]",0.5147280693054199,0.0,0.0,0.0,1
9559,8,"[865.1395263671875, 196.59039306640625, 16.794437408447266, 22.953502655029297]",0.47849342226982117,0.0,0.0,0.0,1
9559,8,"[363.1735534667969, 118.18793487548828, 22.448518753051758, 30.872203826904297]",0.4460528492927551,0.0,0.0,0.0,1
9559,8,"[364.1895751953125, 130.3655548095703, 24.947460174560547, 55.85257339477539]",0.3498305082321167,0.0,0.0,0.0,1
9559,9,"[738.9342041015625, 125.32622528076172, 68.48628997802734, 21.602140426635742]",0.6497593522071838,0.0,0.0,0.0,1
9559,9,"[439.31488037109375, 213.5565185546875, 55.256019592285156, 34.248565673828125]",0.5220434069633484,0.0,0.0,0.0,1
9559,9,"[847.0767822265625, 170.02928161621094, 36.767784118652344, 13.474434852600098]",0.3676295578479767,0.0,0.0,0.0,1
9559,9,"[378.4094543457031, 174.45835876464844, 38.98527526855469, 36.46697235107422]",0.3447496294975281,0.0,0.0,0.0,1
6890,2,"[103.62957000732422, 395.9127502441406, 206.55845642089844, 195.77041625976562]",0.4930734932422638,0.0,0.0,0.0,1
6890,2,"[690.9742431640625, 379.51214599609375, 51.02252960205078, 31.56049919128418]",0.41617628931999207,0.0,0.0,0.0,1
6890,2,"[581.8602294921875, 360.08770751953125, 31.523836135864258, 16.206865310668945]",0.2941468358039856,0.0,0.0,0.0,1
6890,8,"[747.99755859375, 328.6099548339844, 12.165218353271484, 21.3354434967041]",0.3749217092990875,0.0,0.0,0.0,1
6890,9,"[327.6077880859375, 344.53411865234375, 19.597192764282227, 16.41204261779785]",0.2831403911113739,0.0,0.0,0.0,1
6345,0,"[64.60674285888672, 290.3879089355469, 36.21227264404297, 51.45111083984375]",0.2574748396873474,0.0,0.0,0.0,1
6345,2,"[1089.9365234375, 420.8709411621094, 379.44818115234375, 254.3524932861328]",0.5013757944107056,0.0,0.0,0.0,1
6345,2,"[141.62637329101562, 338.0884704589844, 166.66900634765625, 87.65804290771484]",0.43149057030677795,0.0,0.0,0.0,1
6345,2,"[30.641706466674805, 339.5965576171875, 60.78624725341797, 103.21786499023438]",0.3645402491092682,0.0,0.0,0.0,1
6345,2,"[587.0391235351562, 367.256591796875, 521.1854248046875, 405.8577880859375]",0.3275209665298462,0.0,0.0,0.0,1
6345,2,"[919.1345825195312, 354.17047119140625, 180.96051025390625, 134.52197265625]",0.30925536155700684,0.0,0.0,0.0,1
6345,3,"[658.2042236328125, 152.22830200195312, 262.80169677734375, 177.1243133544922]",0.35875698924064636,0.0,0.0,0.0,1
6345,3,"[658.2562255859375, 169.6026153564453, 265.22412109375, 211.64328002929688]",0.27543938159942627,0.0,0.0,0.0,1
