image_id,category_id,bbox,score,logit,uncertainty,is_tp,risk
4668,1,"[111.70588684082031, 439.5818786621094, 23.155014038085938, 62.223388671875]",0.553888738155365,0.2163954459949773,0.0,1,0.446111261844635
4668,4,"[368.731689453125, 116.45879364013672, 422.54443359375, 521.7146072387695]",0.5433022379875183,0.1736439529630992,0.0,1,0.4566977620124817
4668,3,"[269.8580627441406, 445.2901306152344, 44.425384521484375, 26.58502197265625]",0.3827418982982635,-0.4779263863889741,0.0,1,0.6172581017017365
4668,3,"[897.1514892578125, 430.5484924316406, 27.532470703125, 18.107696533203125]",0.3163955211639404,-0.7703864228774205,0.0,1,0.6836044788360596
4668,10,"[988.7686157226562, 172.9344024658203, 106.14862060546875, 169.32115173339844]",0.445289671421051,-0.2197210295991968,0.0,0,0.554710328578949
4668,4,"[945.61962890625, 408.24346923828125, 47.01904296875, 79.10214233398438]",0.3583694696426391,-0.5824481478183319,0.0,1,0.6416305303573608
4668,5,"[856.873291015625, 405.6749267578125, 43.96319580078125, 31.978363037109375]",0.3696920573711395,-0.5335381160585564,0.0,0,0.6303079426288605
4668,3,"[801.2518310546875, 439.2772521972656, 78.69781494140625, 31.5394287109375]",0.4209093153476715,-0.3190416806920393,0.0,1,0.5790906846523285
4668,3,"[790.3912963867188, 413.32855224609375, 34.14886474609375, 19.980072021484375]",0.3001760840415954,-0.8464595054932748,0.0,1,0.6998239159584045
4668,2,"[111.71867370605469, 439.65191650390625, 23.214492797851562, 62.12579345703125]",0.3869433999061584,-0.4601788357551919,0.0,0,0.6130566000938416
7277,3,"[950.7058715820312, 374.7196044921875, 328.63275146484375, 343.430419921875]",0.5271598100662231,0.1087462809100646,0.0,1,0.47284018993377686
7277,3,"[804.5071411132812, 420.0632019042969, 157.27264404296875, 133.72543334960938]",0.3685985803604126,-0.5382336307295379,0.0,1,0.6314014196395874
7277,3,"[298.1547546386719, 427.6789245605469, 104.79867553710938, 86.33853149414062]",0.3560158014297485,-0.5926990735161157,0.0,1,0.6439841985702515
7277,1,"[146.85733032226562, 492.455322265625, 53.53184509277344, 94.3828125]",0.391103595495224,-0.442675670686499,0.0,0,0.608896404504776
7277,3,"[749.7460327148438, 411.8612060546875, 113.7568359375, 91.10079956054688]",0.3099896013736725,-0.8001679149899994,0.0,1,0.6900103986263275
3891,3,"[318.2797546386719, 290.01904296875, 124.42623901367188, 69.88095092773438]",0.4871373176574707,-0.0514620838136974,0.0,1,0.5128626823425293
3891,3,"[502.44677734375, 289.1146545410156, 55.06036376953125, 33.44390869140625]",0.4886113107204437,-0.0455626376437304,0.0,1,0.5113886892795563
3891,3,"[590.531494140625, 277.6635437011719, 26.03912353515625, 20.563262939453125]",0.4629992246627807,-0.1482741588483646,0.0,1,0.5370007753372192
3891,3,"[770.5130615234375, 267.4620361328125, 107.581787109375, 81.97723388671875]",0.3367063105106354,-0.678006794448832,0.0,1,0.6632936894893646
