image_id,category_id,bbox,score,logit,uncertainty,is_tp,risk
4668,1,"[111.68608093261719, 439.5592346191406, 23.190765380859375, 62.219329833984375]",0.7220777451348375,0.3047962185119988,0.0001372325787087,1,0.14392283177985316
4668,1,"[877.9904174804688, 432.5326232910156, 12.43634033203125, 34.931243896484375]",0.0618637671123993,-0.8679685268310747,4.490330320550129e-05,0,0.4706916151553893
4668,1,"[919.51708984375, 417.703857421875, 22.6126708984375, 45.21636962890625]",0.0552519814223717,-0.9062929836332682,1.2366721421130931e-05,0,0.47282113355051714
4668,1,"[870.754150390625, 435.8111572265625, 9.93218994140625, 30.804901123046875]",0.0392032343727062,-1.0212117730915886,5.985287862131372e-05,0,0.48256239001111045
4668,2,"[111.635498046875, 439.59930419921875, 23.372772216796875, 62.197235107421875]",0.1580309140899136,-0.5340534439491323,0.0009114447748288,0,0.45393823036745945
4668,3,"[801.2423706054688, 439.2367248535156, 78.69317626953125, 31.55908203125]",0.2587200983640507,-0.3360295300814945,3.408876364119351e-05,1,0.3718724450867784
4668,3,"[269.88104248046875, 445.252197265625, 44.391845703125, 26.60760498046875]",0.1536590553655859,-0.5446624905297579,9.241053339792415e-05,1,0.42651161586787567
4668,3,"[897.1282348632812, 430.6195373535156, 27.50634765625, 18.051422119140625]",0.0840023308074759,-0.7626899048105236,1.760903796821367e-05,1,0.458635497122466
4668,3,"[790.3563232421875, 413.30810546875, 34.17364501953125, 19.99127197265625]",0.064655884234026,-0.8529248619477477,1.2147684174124151e-05,1,0.46811126275651765
4668,3,"[233.685791015625, 440.88922119140625, 80.72344970703125, 30.949462890625]",0.0489176780858754,-0.947297106251922,1.3326028238225264e-05,0,0.4760229693794036
4668,4,"[368.7254943847656, 116.44156646728516, 422.5225524902344, 521.6994247436523]",0.5889890185994426,0.1148543045122204,0.0001199386097141,1,0.2098419239789056
4668,4,"[945.6114501953125, 408.31939697265625, 46.98779296875, 78.95648193359375]",0.1333338115206535,-0.5975304820634898,9.28620829654392e-06,1,0.43366884119209653
4668,5,"[856.7958984375, 405.6695556640625, 44.04425048828125, 32.009246826171875]",0.1530634953711732,-0.5461267337394863,3.205382017767988e-05,0,0.4246271723057069
4668,10,"[988.7109375, 172.90960693359375, 106.4810791015625, 169.3106689453125]",0.3511927237826635,-0.1959423748830799,3.223436942789704e-05,0,0.3255690859376525
7277,1,"[146.80747985839844, 492.41607666015625, 53.63165283203125, 94.47808837890625]",0.1981237351200693,-0.4463008153681409,4.318410719861277e-05,0,0.4024994728624552
7277,2,"[146.07493591308594, 492.07843017578125, 54.603515625, 95.7557373046875]",0.0479217741067303,-0.9541973647030147,0.0001618286332814,0,0.4818900984838941
7277,3,"[950.6815185546875, 374.69732666015625, 328.6546630859375, 343.39093017578125]",0.5679863693655851,0.0873536596640262,3.4078824683092535e-05,1,0.217238950238602
7277,3,"[804.4793701171875, 419.9615173339844, 157.41827392578125, 133.80490112304688]",0.1662739642711328,-0.5146812201798481,2.139422213076614e-05,1,0.41763653539176976
