logit,score,category,is_tp,iou
0.3366210116593249,0.5833694934844971,car,1,0.9602690775678369
0.07517681538625275,0.5187853574752808,car,1,0.8107015194049619
0.0539490857499189,0.513484001159668,car,1,0.7394723843532123
-0.020302277753937566,0.4949246048927307,traffic light,0,0.0
-0.13736049187588653,0.465713769197464,person,0,0.0
-0.21393978229271624,0.44671812653541565,car,0,0.2226159346177031
-0.2805561584338179,0.4303174316883087,car,1,0.8997710574432848
-0.33700432875126435,0.416537344455719,traffic sign,1,0.7533896702144752
-0.4084348993499955,0.39928746223449707,car,1,0.8777926714505422
-0.41367184361438025,0.398032009601593,traffic light,0,0.0
-0.5811960906653106,0.3586574196815491,car,1,0.8858407204485856
-0.6722720071569362,0.3379882872104645,car,1,0.6477397078585065
-0.67512926454339,0.3373492658138275,car,0,0.0
-0.7043455496050433,0.33084946870803833,traffic sign,1,0.8167371499965741
-0.763072870853921,0.31797948479652405,car,1,0.8445583777193624
-0.7954865164967185,0.3109918236732483,traffic sign,0,0.0
-0.8822507483587442,0.2927115857601166,traffic sign,0,0.0
-0.9201248086384858,0.2849324643611908,motorcycle,0,0.0
-0.9239019884080305,0.2841635048389435,traffic sign,0,0.0
-0.9306720211221488,0.28278839588165283,car,1,0.7900796706269468
-0.9719488075404547,0.2744922339916229,bus,0,0.0
-0.07169490863152371,0.4820839464664459,car,1,0.8626383433172965
-0.19354802749151231,0.45176348090171814,car,1,0.8522281110163766
-0.2773318577418096,0.4311080276966095,traffic sign,1,0.7813135609495322
-0.5358986534601421,0.36914217472076416,traffic light,0,0.0
-0.6896192865788019,0.3341177701950073,traffic light,0,0.0
1.1199320200238412,0.7539761066436768,traffic light,1,0.8496055947597743
0.855415534717971,0.7017019391059875,traffic light,1,0.5895640226835178
0.25720068967828486,0.5639480352401733,car,1,0.936555659466999
0.10575173146501493,0.5264133214950562,bus,0,0.0
-0.003014805216213541,0.4992462992668152,traffic light,1,0.558839192607264
-0.03291296015102756,0.49177250266075134,traffic sign,1,0.7683239906904717
-0.052731927974286406,0.4868200719356537,car,1,0.9794610248336361
-0.1341874625479507,0.466503381729126,traffic sign,1,0.7463196900842303
-0.2374563434763521,0.44091328978538513,car,1,0.9447942790058921
-0.24435131014233843,0.4392143189907074,car,1,0.9148338777024109
-0.3116347985798144,0.4227157533168793,car,0,0.0
-0.38956296904231713,0.40382251143455505,car,1,0.7098915513329539
-0.455843240933712,0.3879723846912384,truck,0,0.0
-0.5022239131114347,0.37701818346977234,traffic sign,1,0.5908473562632367
-0.5376293949983689,0.36873921751976013,motorcycle,0,0.0
-0.5994828102511486,0.35446202754974365,person,1,0.5939305088133453
-0.6604662512558623,0.34063488245010376,car,1,0.7911758608827375
-0.7078621915410617,0.3300713896751404,traffic sign,0,0.0
-0.7515322219155952,0.32048752903938293,car,1,0.9286516195783969
-0.7846300095022026,0.31332287192344666,traffic sign,0,0.22540108294153535
-0.8770360089342225,0.29379236698150635,person,0,0.0
-0.940192612883353,0.28086143732070923,car,1,0.920957627123218
-0.9653481147044438,0.2758086919784546,bicycle,0,0.0
-0.9684352537840011,0.2751924991607666,truck,0,0.0
-0.9765343522505886,0.27357998490333557,person,0,0.0
-1.0077831587763642,0.2674139142036438,traffic sign,0,0.46785291994377226
0.5521234927481965,0.6346281170845032,car,1,0.848340602760154
0.31410578030145286,0.5778871178627014,bicycle,0,0.0
0.06739161727073026,0.5168415307998657,traffic sign,1,0.8818488702570042
-0.034085235527420724,0.4914795160293579,traffic light,0,0.0
-0.06963681545150911,0.48259782791137695,traffic sign,1,0.9468393802420741
-0.5578242137380632,0.36405104398727417,motorcycle,0,0.0
-0.6791118948380527,0.33645954728126526,traffic sign,1,0.7858426334290858
-0.6837629044847563,0.33542197942733765,person,0,0.0
-0.9056561739765714,0.2878895401954651,person,0,0.0
-0.9370480823985354,0.2814970016479492,traffic sign,0,0.0
-1.0605417806123527,0.25720593333244324,person,0,0.0
-1.0725643889742564,0.254915714263916,person,0,0.0
0.8812310734356344,0.7070772647857666,traffic sign,1,0.9492105012493577
0.20180558425007403,0.5502808690071106,car,1,0.8997030751215138
0.0815819880028324,0.5203841924667358,truck,0,0.0
-0.22602449223880813,0.44373321533203125,car,1,0.8550031271106403
-0.3775306782587368,0.4067226052284241,car,1,0.6277144444560271
-0.3822762231682994,0.40557801723480225,car,1,0.918275201953372
-0.4082148567960482,0.3993402421474457,traffic light,0,0.0
-0.47118597577601534,0.38433557748794556,car,1,0.8311269685361528
-0.5260800428140913,0.3714316189289093,car,1,0.7542198025388659
-0.5264946701047084,0.37133482098579407,car,1,0.773337691031902
-0.7191651645015019,0.3275768458843231,car,0,0.36781828253300264
-0.7252426772004943,0.32623955607414246,traffic light,0,0.0
-0.805130689526519,0.30892908573150635,car,0,0.49936882726027343
-0.8570196725277363,0.29796239733695984,car,1,0.8579419959842355
-0.9318457864692503,0.2825503945350647,truck,0,0.0
-0.9370220017406846,0.28150227665901184,car,0,0.486240689007466
-0.9785791160570021,0.27317380905151367,car,1,0.8984182556751201
-0.9874966007482086,0.2714068293571472,car,1,0.9058632715887557
-1.01512245840296,0.2659785747528076,car,1,0.6191373392118221
-1.0196493385830114,0.26509571075439453,truck,0,0.0
-1.0369330133012393,0.2617422044277191,bus,0,0.0017870274004185792
-0.190420178413423,0.45253828167915344,traffic light,0,0.41492494063736146
-0.33342949065177846,0.4174064099788666,traffic light,1,0.7546448264628811
-0.5240358917205578,0.3719089925289154,person,0,0.0
-0.7999128125326924,0.31004416942596436,bicycle,0,0.0
-0.809049954497814,0.30809298157691956,car,0,0.4892971621737663
-1.0032914191584617,0.2682947814464569,car,0,0.44629472171342677
-1.0589422417646406,0.2575116455554962,traffic light,1,0.5726833857498524
0.4416819985186573,0.6086597442626953,traffic light,1,0.6097581437224094
0.3709189214254045,0.5916810035705566,traffic light,1,0.6463951194328119
0.20858146216398393,0.5519571304321289,traffic light,1,0.6361671331408095
0.2076212816629275,0.5517196655273438,car,1,0.9891703198206375
0.13540845023336515,0.533800482749939,traffic light,1,0.6391214985113082
-0.1133119739606509,0.4717022776603699,car,1,0.9769360255894443
-0.27826261008993686,0.43087977170944214,car,1,0.9454830396231307
-0.3995469732032694,0.4014211893081665,traffic sign,1,0.7964775913626607
-0.4045682379300667,0.4002152681350708,car,1,0.9060158230630888
-0.4071014988706789,0.3996073305606842,truck,1,0.70440061449904
-0.41530513164121935,0.39764073491096497,car,1,0.9803874033445004
-0.43532248009119306,0.39285609126091003,traffic sign,1,0.7869054621332214
-0.448944496124482,0.38961175084114075,traffic sign,0,0.37209107180125794
-0.4529837827260226,0.388651579618454,traffic light,0,0.0
-0.6148960728163907,0.3509431481361389,traffic sign,0,0.002602506077143282
-0.6642077948314238,0.3397950232028961,car,1,0.7881134513731867
-0.6660218274068849,0.3393881916999817,traffic sign,1,0.790206625642826
-0.6719940449965158,0.3380504846572876,truck,0,0.0
-0.6912648153069975,0.33375176787376404,traffic light,0,0.0
-0.7159460239971172,0.3282863199710846,traffic light,0,0.34224277134726394
-0.7272357726341966,0.3258016109466553,person,0,0.0
-0.8340691079686084,0.30278536677360535,traffic sign,1,0.7558815215652296
-0.8512657994339614,0.2991673946380615,car,0,0.46083520659674104
-0.8739288978042582,0.294437438249588,bicycle,0,0.4466129749147095
-0.9048034383414283,0.2880643904209137,traffic sign,1,0.8217794021562794
-0.9493729140155185,0.27901095151901245,person,1,0.7456616038519271
-0.9789312786181154,0.27310389280319214,car,1,0.8743448476254402
-0.9875923041703336,0.27138790488243103,traffic light,0,0.0
-0.9890583711281471,0.2710981070995331,traffic light,1,0.643893941096707
-1.0330774154314566,0.26248791813850403,traffic light,1,0.6721434354957584
-1.0368213538925333,0.2617637813091278,traffic sign,0,0.0
-1.0570550473365434,0.25787264108657837,traffic sign,1,0.5427016280011052
-1.068964773945494,0.2556000053882599,traffic sign,0,0.0
-1.0731704618998088,0.25480061769485474,car,1,0.7793111678092353
0.4517267752120932,0.6110497117042542,bus,0,0.0
-0.09097360262623372,0.47727227210998535,car,1,0.7855027722909894
-0.37049853783900183,0.4084205627441406,car,1,0.9591008350526026
-0.6557919082908682,0.34168553352355957,car,1,0.6568624083945875
-0.7072413423679353,0.3302086889743805,car,0,0.0
0.8607662367041652,0.7028207182884216,traffic light,1,0.9547065598787094
0.7218481661354114,0.6730138659477234,traffic light,1,0.8180951817705646
0.702976286073219,0.6688473224639893,traffic light,1,0.9484957590835261
0.4419407505405093,0.6087213754653931,traffic light,1,0.835553092782494
0.2525681694122204,0.5628085136413574,traffic sign,1,0.8606582688349279
0.1602448354924473,0.5399757027626038,car,1,0.9255080869590524
0.10480377999300225,0.5261769890785217,traffic light,1,0.772689265761328
0.08324228996480054,0.5207985639572144,traffic light,1,0.7999593850228545
0.01576241702756355,0.5039405226707458,traffic light,1,0.6471920144139973
0.009109321641973006,0.5022773146629333,car,1,0.8658686974783066
-0.04518669652577021,0.48870524764060974,traffic light,1,0.5955796375144752
-0.052972302477195206,0.4867600202560425,traffic sign,1,0.8740076299291306
-0.18701714943785103,0.4533815085887909,traffic sign,1,0.8169520592533864
-0.2273483657142098,0.44340646266937256,traffic light,0,0.41545013075312476
-0.23773876503051472,0.4408436715602875,car,1,0.8426593878776072
-0.4563395350141422,0.38785454630851746,car,0,0.4848215582363651
-0.4603616348591549,0.38690003752708435,traffic light,0,0.0
-0.5313133686233174,0.3702106177806854,traffic light,0,0.36456334950805913
-0.6087018041503625,0.35235539078712463,traffic light,1,0.5990007473651998
-0.7460246976047341,0.32168811559677124,car,1,0.5680135908957383
-0.8646602699124325,0.2963666021823883,car,1,0.9447468802351755
-0.8887441888350235,0.2913690507411957,traffic light,0,0.0
-0.8999220162971773,0.28906652331352234,car,1,0.6272478575635092
-0.9107346505403378,0.2868495285511017,car,0,0.40817776341702416
-0.9332940501959097,0.2822569012641907,traffic light,0,0.0
-0.944427602516683,0.28000685572624207,car,1,0.7996489499942303
-0.947815213658172,0.27932441234588623,car,1,0.843795391456104
-0.9627307707565435,0.2763317823410034,car,0,0.0
-0.9808029178504654,0.2727324962615967,car,1,0.8852737496160945
-1.009360233613109,0.2671050727367401,car,0,0.050831419328195036
-1.0435272975806544,0.2604699730873108,car,1,0.6306941456453778
-1.0780598466062001,0.253873348236084,bicycle,0,0.0
-1.0837267161153148,0.25280141830444336,traffic light,1,0.6571825844020475
0.16233667631909207,0.5404952764511108,traffic sign,1,0.9640805262917269
0.11959984389717415,0.5298643708229065,car,1,0.7352542076809943
0.033258642467074606,0.5083138942718506,traffic light,0,0.0
0.02836107559619963,0.5070897936820984,train,0,0.0
-0.05347727286363017,0.48663386702537537,traffic light,0,0.0
-0.3639127854065908,0.41001272201538086,car,0,0.0
-0.39452051402701804,0.402629554271698,traffic light,0,0.0
-0.494110657110578,0.3789256811141968,car,1,0.710043774209837
-0.5421994644601701,0.3676760792732239,traffic light,0,0.0
-0.5766949580429298,0.3596934378147125,car,0,0.0
-0.910403677601646,0.28691723942756653,car,0,0.0
0.011475688985156326,0.5028688907623291,person,0,0.0
-0.16086284821053706,0.4598707854747772,traffic light,1,0.8196404671570224
-0.5612027604350628,0.36326920986175537,car,1,0.8952551581241394
-0.7427957657807438,0.3223930895328522,car,1,0.507940857045442
-0.7544486331381741,0.319852739572525,traffic light,0,0.49285317841320675
-0.7808678751593506,0.3141328692436218,car,1,0.719802510837125
-0.8181824948207643,0.30614960193634033,car,1,0.8687908080380803
-0.8355391353647893,0.30247512459754944,car,1,0.9082857584724434
-0.8593480418091648,0.29747557640075684,car,1,0.9685854568914425
-0.9297200441520708,0.2829815149307251,truck,0,0.0
-0.9567200346959961,0.2775353789329529,car,0,0.2192172376296942
-0.9813925840666148,0.27261555194854736,car,1,0.8794028478710074
-0.9855392914505318,0.27179405093193054,car,1,0.9711070607556166
-0.991768904112231,0.2705628275871277,traffic light,0,0.0
-1.0592190861410549,0.25745871663093567,car,0,0.19659658438032018
-1.061065354363973,0.25710591673851013,traffic light,0,0.0
-0.515159438603034,0.37398481369018555,car,0,0.4871195889267018
-0.5905375134785937,0.35651153326034546,traffic sign,1,0.897720597806662
-0.6143374452998273,0.3510704040527344,bus,0,0.0
0.19144644966206664,0.547715961933136,car,1,0.8305880559920894
0.1498387368744436,0.5373897552490234,traffic sign,1,0.8585874124358026
-0.03772765804917556,0.49056920409202576,car,1,0.921648018051793
-0.09585656428122709,0.47605419158935547,person,0,0.0
-0.238848231560767,0.440570205450058,car,1,0.9598903803268494
-0.42490272673047624,0.39534416794776917,car,1,0.9254080754685995
-0.49383713535955764,0.3789900541305542,person,0,0.0
